id,occupation,education,is_urban,housing_type,household_size,income,upi_txns_month,mobile_recharge_freq,night_light,bill_payment_consistency,ecommerce_freq,skill_level,market_density,public_transport_access,loan_amount,income_to_loan_ratio,repayment_capability
2775,Business,Bachelor,False,Joint,6,63243.72,12,1,True,0.9488627228734463,2,1.15,0.7800840497991904,0.7533006945743556,24377.17,2.59,65.5
2776,Service,Bachelor,False,Owned,4,54677.83,19,1,False,0.6163104426249264,6,0.98,0.8895039133709531,0.5577473656676337,140146.19,0.39,32.17
2777,Professional,High School,True,Government,2,38211.23,21,2,True,0.7914290821763915,1,0.86,0.2701225086067776,0.965717236517313,173574.56,0.22,29.79
2778,Professional,PhD,True,Owned,2,35859.81,19,1,False,0.988631906741682,3,1.9,0.518137676809694,0.9931558772081402,39875.39,0.9,56.51
2779,Service,Master,False,Owned,5,22792.11,25,2,True,0.689906191277398,3,1.34,0.9031905702505527,0.3777712636001349,68914.17,0.33,22.03
2780,Professional,Bachelor,False,Government,1,64441.57,17,1,False,0.6071322606988183,3,1.13,0.824142421443989,0.5668417558599725,196734.4,0.33,45.58
2781,Professional,Bachelor,True,Owned,7,53495.4,22,2,True,0.97332855068683,3,1.63,0.13008639545453687,0.7947979204007171,238961.75,0.22,98.29
2782,Unskilled Worker,Master,True,Owned,6,18510.67,18,1,True,0.7901787531310316,5,1.03,0.22712411343231084,0.9174516692722093,49765.7,0.37,14.69
2783,Unemployed,High School,True,Rented,7,6426.45,19,3,True,0.5273262259617919,6,0.24,0.9854687547418766,0.7546975852455183,5834.93,1.1,0.91
2784,Skilled Worker,High School,True,Owned,6,65723.65,15,3,False,0.5645988281626746,1,0.6,0.332105423059334,0.9232723784042614,11051.83,5.95,24.36
2785,Unskilled Worker,Bachelor,True,Owned,6,40502.39,30,1,True,0.7904319515209645,2,0.62,0.5738955917254402,0.1797950628802179,106142.02,0.38,21.36
2786,Professional,Master,True,Owned,6,139824.49,22,4,False,0.7416814229702153,1,1.57,0.1330881964190247,0.22095694539364252,279875.07,0.5,157.59
2787,Retired,High School,True,Owned,5,11277.54,19,1,False,0.7240341719312547,2,0.51,0.232301502220635,0.6587279305705234,17681.91,0.64,4.95
2788,Professional,Diploma,False,Rented,3,99623.23,13,1,False,0.77358549641654,5,1.03,0.4832639802608476,0.7758157290876548,474522.73,0.21,81.0
2789,Retired,Bachelor,True,Owned,2,22398.74,23,1,False,0.6816063276227455,6,0.86,0.2957293072276986,0.9226358862968758,109922.05,0.2,10.78
2790,Unemployed,Bachelor,False,Government,7,23911.91,20,1,False,0.9168484869965174,0,0.36,0.6371965840311,0.4459437683695474,80732.54,0.3,7.84
2791,Skilled Worker,High School,False,Rented,3,30408.47,23,3,True,0.9730728663404404,2,0.75,0.9517894965062337,0.3588024900153709,98331.3,0.31,22.85
2792,Unemployed,High School,False,Rented,1,10442.09,27,2,False,0.6574663845499582,3,0.25,0.7449770587698181,0.35771489261542877,15998.89,0.65,1.71
2793,Business,Master,True,Rented,1,86860.12,21,4,False,0.8393226671904633,2,1.66,0.6380058239019177,0.47963596414017573,31370.12,2.77,136.29
2794,Professional,Diploma,True,Government,6,45403.87,17,2,True,0.6895330425105679,6,0.96,0.1264843073870118,0.812378900088817,60567.27,0.75,25.74
2795,Service,Bachelor,False,Owned,7,43755.11,15,2,False,0.5783604149090795,5,0.88,0.8532755223681718,0.4227266444319794,41521.41,1.05,24.4
2796,Business,Diploma,False,Government,1,24111.34,9,2,True,0.604832478157423,3,1.17,0.6321612368646292,0.2621185994570644,112361.35,0.21,14.02
2797,Professional,Master,True,Owned,3,61967.64,20,1,False,0.6210419800624558,1,1.51,0.3033460866109394,0.652169957964624,149265.73,0.42,65.75
2798,Business,Bachelor,True,Owned,7,69752.74,17,4,False,0.7462430386640023,3,1.51,0.7435870622935433,0.6063723487939653,10344.76,6.74,69.26
2799,Unemployed,Bachelor,False,Owned,2,11504.1,11,2,True,0.6310513929376191,4,0.25,0.746904142708769,0.945278475147977,11244.41,1.02,1.71
2800,Professional,Bachelor,True,Rented,7,42663.38,23,0,True,0.757339984764686,3,1.5,0.6739057453588793,0.37393514656825744,165071.65,0.26,57.02
2801,Skilled Worker,Bachelor,True,Rented,5,40817.93,25,2,False,0.5000560698485201,6,0.88,0.6722482008165935,0.9146523013487213,83359.66,0.49,18.57
2802,Student,High School,False,Owned,2,6426.39,22,2,False,0.6560858578146324,1,0.33,0.5447349905601562,0.21677694342459408,30919.26,0.21,1.26
2803,Student,Bachelor,True,Rented,2,30635.3,16,2,False,0.6951106057640386,3,0.44,0.5172547928297936,0.6196389054983504,114312.1,0.27,8.88
2804,Retired,High School,True,Rented,4,7191.95,20,2,False,0.8112892538744345,5,0.46,0.1251734041585033,0.30875117965527576,22966.86,0.31,3.0
2805,Business,Master,False,Rented,2,60611.96,17,1,False,0.5237394023490465,7,1.78,0.8406782453655166,0.8400915859664612,268327.8,0.23,50.75
2806,Retired,Master,True,Rented,5,55233.44,15,2,False,0.9615089659366376,3,0.86,0.9447889902346481,0.5838379495899506,131015.9,0.42,45.32
2807,Skilled Worker,High School,True,Rented,4,26478.75,21,2,False,0.6553035295273066,7,0.65,0.948095653873289,0.14351583643057503,82526.36,0.32,10.66
2808,Professional,Bachelor,True,Owned,2,40212.46,25,0,False,0.747469061628391,1,1.35,0.6482836051038293,0.7234157507992716,139141.13,0.29,38.23
2809,Service,Bachelor,True,Rented,4,56638.83,11,3,False,0.8475146318222668,4,0.8,0.6773496233818227,0.8036043816603393,49084.4,1.15,34.41
2810,Skilled Worker,Bachelor,False,Rented,7,25733.21,16,7,False,0.6842791231598685,1,1.06,0.6113711694585943,0.28707755137820795,16415.95,1.57,15.55
2811,Professional,High School,True,Rented,2,82631.86,19,1,False,0.8149368964000847,3,1.01,0.4463968096947546,0.9008749953670946,111282.14,0.74,60.15
2812,Business,Bachelor,True,Owned,1,42506.76,16,3,True,0.7467196930926359,3,1.37,0.8646468155182567,0.9280096176617374,103549.35,0.41,40.97
2813,Skilled Worker,High School,True,Owned,1,22486.7,22,1,True,0.7371703488346883,1,0.72,0.10021134179250558,0.5090807665482611,6274.26,3.58,10.02
2814,Professional,High School,True,Joint,2,51218.45,23,4,False,0.5918485723244586,1,1.14,0.34561571211240083,0.6696317345161532,87885.67,0.58,41.47
2815,Business,High School,True,Joint,7,28298.41,23,1,False,0.6962124426024996,3,1.05,0.9326613145778897,0.11189477784039079,22117.43,1.28,19.3
2816,Skilled Worker,High School,True,Rented,4,26670.63,19,0,False,0.6034741946080588,4,0.67,0.24751736028702892,0.9294099843275268,33640.35,0.79,10.06
2817,Service,Master,True,Rented,5,56537.02,16,2,True,0.8954079103335105,1,1.09,0.8939506070189686,0.4182962222180715,69983.44,0.81,64.05
2818,Professional,Diploma,True,Rented,1,23418.12,18,2,False,0.5663335439166888,5,1.39,0.8047445182470138,0.98277819485709,63127.83,0.37,15.92
2819,Professional,Bachelor,True,Government,4,69071.96,21,1,False,0.5212614036792662,2,1.35,0.6805018782305003,0.41121926062855974,68062.57,1.01,40.67
2820,Service,Bachelor,False,Owned,5,14015.96,12,5,False,0.6966763791197484,6,0.81,0.6680393195052935,0.5231389239875647,13506.87,1.04,7.37
2821,Student,High School,True,Rented,4,12628.09,24,4,False,0.5078222632365401,3,0.36,0.48281998358613654,0.9616640767188765,54918.16,0.23,2.67
2822,Professional,Bachelor,True,Rented,2,42540.02,21,1,False,0.6788787964631884,4,1.45,0.12476898476912435,0.7065204566261802,118604.52,0.36,40.11
2823,Business,High School,True,Owned,1,17155.63,21,1,True,0.890229745957682,3,0.74,0.6647213098042162,0.5953858494629297,40978.1,0.42,11.44
2824,Professional,Bachelor,False,Rented,1,118443.75,20,4,False,0.8996493211075518,3,1.46,0.31359332112098204,0.6904588295043982,443071.37,0.27,186.37
2825,Service,PhD,True,Joint,1,53305.37,16,2,True,0.6897150234774193,3,1.58,0.28681825926198207,0.6989109391515858,42212.55,1.26,55.24
2826,Unskilled Worker,High School,False,Owned,2,12839.81,21,0,False,0.8101539059690249,1,0.45,0.3543673769594823,0.5079266645843321,19238.67,0.67,5.23
2827,Skilled Worker,Master,True,Owned,5,50683.35,19,3,True,0.8103347937698792,3,1.12,0.40959301009932625,0.22997558166289472,116229.91,0.44,49.43
2828,Professional,High School,False,Owned,5,123401.99,19,3,False,0.71681812943498,2,0.93,0.269187140688523,0.8987769317811766,502260.39,0.25,96.08
2829,Service,Bachelor,True,Rented,6,19869.68,27,4,False,0.7701146285810743,0,0.73,0.9822713313459707,0.8468862533955267,15499.87,1.28,11.23
2830,Professional,High School,False,Owned,6,49452.81,15,1,False,0.8118863337421665,3,0.88,0.672653841076898,0.26787382863866865,235570.37,0.21,39.9
2831,Service,Bachelor,False,Owned,7,20689.21,17,3,False,0.7203301632919659,3,0.74,0.46095300399199834,0.5698931207526596,38425.87,0.54,10.41
2832,Skilled Worker,High School,True,Rented,1,32353.56,13,4,False,0.9727988809931785,4,0.75,0.1423618027753943,0.38934310113661186,159668.79,0.2,24.47
2833,Professional,Bachelor,True,Owned,6,36567.14,11,1,False,0.9323870150317888,3,1.25,0.8587741700729584,0.20970715676777085,101993.37,0.36,34.85
2834,Professional,Bachelor,True,Joint,7,46849.32,17,1,True,0.8510554366180973,2,1.48,0.4269299710284581,0.6423592678755177,94644.88,0.49,58.01
2835,Service,Bachelor,True,Rented,5,35373.39,17,4,False,0.7824757561075673,3,1.02,0.6654842488384809,0.6428588164815536,101602.07,0.35,27.77
2836,Student,Bachelor,False,Owned,6,35132.52,23,0,False,0.8457096027758484,2,0.51,0.7904360141999102,0.35212149339010046,67771.86,0.52,17.41
2837,Unemployed,PhD,True,Rented,6,7820.71,21,2,False,0.9150259086006164,6,0.51,0.6690333841448437,0.4416543294372808,10543.73,0.74,3.15
2838,Professional,Bachelor,True,Owned,1,118931.73,18,1,True,0.5582111499326492,3,1.63,0.7384231697879169,0.6284478936399113,298371.6,0.4,90.08
2839,Skilled Worker,High School,True,Rented,5,9742.1,22,2,False,0.5554288841771019,4,0.61,0.5095186100076187,0.48401819367744237,14351.42,0.68,3.25
2840,Service,High School,True,Owned,7,26951.42,20,1,False,0.6890892287078056,4,0.57,0.14664581059476134,0.49338782170091355,124821.05,0.22,8.94
2841,Service,Master,False,Rented,1,43791.29,19,1,False,0.9718264477403913,2,0.95,0.8862869460529516,0.26573104814631343,91863.02,0.48,48.43
2842,Skilled Worker,Bachelor,False,Rented,5,34007.41,18,3,False,0.5680997865968012,1,0.93,0.21636645885974945,0.6560974964829432,56057.7,0.61,18.54
2843,Student,Bachelor,True,Owned,4,18490.1,17,2,False,0.756379142011991,4,0.4,0.951290308418116,0.9551523705465215,39417.79,0.47,4.8
2844,Retired,High School,False,Owned,1,26399.35,16,0,True,0.6128151724648467,2,0.55,0.7698508044588659,0.5221003248096064,56543.9,0.47,10.51
2845,Business,Bachelor,False,Joint,6,59469.67,23,4,False,0.5767815061599,3,1.45,0.6987406687886195,0.38763407636154823,190199.84,0.31,44.31
2846,Service,High School,True,Owned,7,20914.5,20,2,False,0.9381695544655473,2,0.61,0.5840276733554188,0.1725547160257478,37531.35,0.56,11.22
2847,Skilled Worker,PhD,False,Owned,7,77427.58,19,1,False,0.8467362082062144,0,1.62,0.881708161019527,0.9635366130118335,180841.45,0.43,119.4
2848,Professional,Master,True,Owned,7,58925.96,14,4,True,0.8223063681820131,2,1.63,0.8312883862521421,0.626347139246465,151666.48,0.39,87.34
2849,Business,High School,True,Rented,6,34627.96,20,0,False,0.7858057173425428,1,0.83,0.3806700771736259,0.1474655119831451,78468.61,0.44,20.82
2850,Service,Bachelor,True,Rented,1,58310.13,12,2,False,0.8596711947432862,7,0.99,0.47064299112927444,0.5943693040651254,67586.05,0.86,40.87
2851,Skilled Worker,High School,False,Rented,6,46012.01,26,1,True,0.8811476000405223,5,0.69,0.3376409485239209,0.9279930352928374,7535.58,6.11,31.71
2852,Professional,Bachelor,True,Rented,3,85850.47,9,1,False,0.6851534631904223,2,1.16,0.320431471127509,0.10171619442714214,184090.29,0.47,70.43
2853,Professional,Master,True,Rented,1,39589.68,17,1,False,0.6965355973400531,4,1.5,0.7042854924780684,0.11252198984036677,156554.75,0.25,36.61
2854,Student,Bachelor,True,Government,5,22471.5,21,1,False,0.5983652823752547,1,0.51,0.9298799088238591,0.7437269076231379,38493.05,0.58,5.63
2855,Professional,Bachelor,True,Joint,7,64036.93,23,2,True,0.9313815773313404,3,1.21,0.8703472699378908,0.8095016132931285,155380.26,0.41,68.22
2856,Business,High School,False,Government,4,79977.08,26,0,True,0.5673480194269342,2,0.82,0.30338924861844885,0.8653851712832747,132554.2,0.6,31.02
2857,Professional,Master,True,Government,4,98249.43,26,2,False,0.774442943507176,0,2.11,0.9415230459575864,0.6078034884034422,322391.09,0.3,143.45
2858,Professional,Bachelor,True,Owned,5,37158.47,18,2,False,0.5149119464479621,4,1.52,0.503599180700779,0.7450940208908977,54941.57,0.68,32.06
2859,Professional,Bachelor,True,Rented,2,42006.83,13,4,True,0.7543463424505492,4,1.15,0.39707276320693274,0.10419603074304373,44632.87,0.94,30.19
2860,Professional,High School,True,Owned,7,9982.05,20,3,False,0.9294151464831037,6,0.97,0.28387043280091107,0.2500721103667531,16988.08,0.59,7.57
2861,Unskilled Worker,Bachelor,True,Joint,6,24458.92,20,2,False,0.9635523257297494,1,0.77,0.6972439236534693,0.9822381244047694,114995.93,0.21,19.95
2862,Professional,Diploma,True,Owned,1,35929.66,12,5,False,0.9217341882441721,4,1.21,0.5019501438734741,0.2614379281772795,21345.47,1.68,46.88
2863,Retired,Bachelor,True,Owned,7,22348.63,17,2,True,0.8818583083153317,6,0.74,0.5576874970216836,0.8086743447327064,60360.4,0.37,15.53
2864,Business,Bachelor,True,Rented,4,31969.86,22,2,False,0.5792590891079175,3,1.08,0.3277740630309064,0.9700547238616868,104294.91,0.31,23.66
2865,Service,Bachelor,True,Owned,5,70486.94,24,2,True,0.7986587402499697,1,1.01,0.7043043051163254,0.10499641717823383,116527.36,0.6,64.97
2866,Business,Master,True,Rented,4,16007.96,16,3,True,0.561042490171259,5,1.59,0.20555662082644172,0.63509171748156,68559.72,0.23,13.05
2867,Business,Bachelor,False,Rented,7,25032.4,21,2,False,0.5403723383750529,3,1.21,0.9039043184990785,0.23786080490313172,86325.5,0.29,17.46
2868,Skilled Worker,High School,True,Joint,7,83840.35,22,0,True,0.5055078204515874,0,0.7,0.6418704470064925,0.9854998243762114,72349.76,1.16,26.38
2869,Professional,Bachelor,False,Rented,7,83159.36,18,1,False,0.61239425697452,6,1.25,0.5111684309240476,0.3769772626869867,113634.95,0.73,62.75
2870,Service,Bachelor,True,Government,7,38085.39,23,0,True,0.8712536867206371,4,0.78,0.25230368743842535,0.3684843790618837,95908.13,0.4,22.87
2871,Unskilled Worker,Master,True,Rented,4,32969.4,14,3,False,0.7401095584853016,2,0.79,0.6017480059915802,0.4457664068496937,55484.83,0.59,20.53
2872,Student,Master,True,Government,7,17617.17,15,2,False,0.5828400211365375,1,0.76,0.356526496014111,0.5240295402529199,75555.58,0.23,8.25
2873,Unskilled Worker,Bachelor,True,Owned,5,13428.13,17,3,False,0.6240967663076167,5,0.72,0.8520066733949058,0.19106055275905987,34246.21,0.39,6.47
2874,Service,High School,True,Owned,3,27495.78,17,3,False,0.6333034598510333,0,0.75,0.5638289482585197,0.8260815185594396,12571.74,2.19,14.73
2875,Skilled Worker,Diploma,False,Rented,4,46042.51,23,0,True,0.9112723507472857,1,0.83,0.1022693505493875,0.5629876018439377,104027.71,0.44,29.1
2876,Service,Bachelor,True,Owned,4,23112.58,26,2,True,0.639681453776617,2,0.75,0.4724715938166876,0.33213886721462005,111484.62,0.21,11.4
2877,Service,Bachelor,True,Joint,2,13177.01,17,0,False,0.6059466115756598,1,1.06,0.8964461528539228,0.6575990226181996,31261.43,0.42,8.74
2878,Professional,Bachelor,True,Rented,3,70885.15,24,2,True,0.7120933077493135,2,1.34,0.39054189985467136,0.48775365245764524,262905.98,0.27,76.24
2879,Business,Bachelor,False,Rented,2,69562.55,20,1,True,0.9420973662813563,3,1.09,0.28568466481561183,0.8034663236813934,277521.98,0.25,71.55
2880,Professional,High School,False,Rented,5,53946.98,20,2,True,0.8733834987286169,4,1.01,0.1585002489754877,0.5498466712750479,6950.24,7.76,48.23
2881,Service,Master,True,Rented,7,39251.77,21,1,False,0.8345581022407534,6,1.15,0.40988210937875935,0.4689376116198746,92907.51,0.42,31.68
2882,Unskilled Worker,Master,True,Rented,7,11230.92,19,2,True,0.9596467160816804,2,0.79,0.9242553872700507,0.3584475403289905,9600.7,1.17,7.06
2883,Professional,Bachelor,True,Owned,6,27553.86,17,1,False,0.8985729187385502,2,1.57,0.36880146872381303,0.912273076344823,80851.04,0.34,45.78
2884,Professional,Bachelor,False,Rented,7,96703.42,24,2,False,0.6682363590498144,2,1.14,0.2802759094820553,0.7010529262311462,149759.42,0.65,64.22
2885,Professional,High School,False,Owned,1,18115.27,10,1,False,0.5275358129729136,6,1.01,0.4731815867133694,0.22259486958447183,46861.08,0.39,10.06
2886,Student,High School,False,Joint,5,18036.53,12,4,False,0.5481964700002467,2,0.31,0.5331436178660919,0.31275929805397107,11701.32,1.54,3.28
2887,Business,Bachelor,True,Owned,3,28331.87,11,0,False,0.690551691474911,3,1.43,0.9392389360795483,0.31102100645404174,21838.8,1.3,32.36
2888,Service,Bachelor,True,Rented,6,18652.08,15,1,False,0.6777918037545864,3,0.93,0.48446935423284077,0.5000709523476038,46013.99,0.41,12.05
2889,Unskilled Worker,Diploma,False,Owned,5,53838.58,30,2,False,0.9213185593850379,4,0.51,0.9378914620784314,0.10159493772218875,223770.93,0.24,20.28
2890,Unskilled Worker,Master,False,Rented,3,83878.18,26,3,False,0.9909024794219485,1,0.78,0.12211688051319307,0.8137671970960785,372139.1,0.23,63.93
2891,Service,Bachelor,False,Rented,6,35463.52,23,2,False,0.9788247918921593,4,1.05,0.19921037053212554,0.25864787152143387,160597.21,0.22,41.17
2892,Skilled Worker,Bachelor,True,Rented,2,28500.84,20,2,False,0.8287046600457619,3,1.15,0.28169175099511584,0.40379556504723935,15824.39,1.8,29.29
2893,Skilled Worker,High School,True,Government,4,42588.88,23,2,False,0.7021982011508148,2,0.73,0.4694355910894724,0.3166253686104751,47073.01,0.9,22.99
2894,Skilled Worker,Diploma,True,Owned,5,14012.14,16,1,False,0.6852510661584257,4,1.01,0.31056753151382155,0.4192838304487785,3866.06,3.62,8.04
2895,Professional,Bachelor,False,Rented,7,93178.23,18,1,False,0.5121070943170732,3,1.27,0.8893582265648063,0.5480809877007465,118814.26,0.78,60.35
2896,Unskilled Worker,High School,True,Owned,5,48869.15,23,1,False,0.9346386244137945,1,0.43,0.10384427042702349,0.4018292553709465,168356.31,0.29,16.75
2897,Business,Bachelor,True,Rented,6,63114.06,15,3,False,0.9510995859827169,5,1.55,0.9944016592031423,0.38072346970168935,109265.01,0.58,89.02
2898,Professional,Master,True,Government,4,36954.34,16,2,False,0.6021154246066526,4,2.0,0.4488954030874812,0.6918014031363191,156530.64,0.24,36.26
2899,Service,Master,True,Government,5,91062.71,17,0,False,0.6759579698700566,4,0.97,0.39987768712792493,0.4052487977310334,64625.69,1.41,54.1
2900,Professional,High School,True,Rented,7,41612.98,27,1,False,0.8095427382812702,4,0.97,0.7359534670577909,0.35200721890244013,147854.84,0.28,30.5
2901,Professional,Master,True,Rented,5,61615.41,19,3,False,0.6472292781616877,5,1.86,0.6520077662718424,0.96718529902457,147653.92,0.42,79.46
2902,Skilled Worker,High School,True,Owned,6,15659.28,23,3,True,0.6768395290324565,2,0.66,0.4117616276017433,0.5380199144934515,3634.69,4.31,7.43
2903,Professional,High School,False,Owned,1,20128.52,23,2,True,0.7304024825270583,2,1.12,0.16003283468535096,0.29240911064427844,47640.81,0.42,15.09
2904,Service,Master,False,Rented,6,75636.63,15,2,False,0.6816935186869919,1,1.37,0.8235448889219722,0.14624947511326078,12196.84,6.2,69.76
2905,Business,Master,True,Owned,6,59079.3,15,2,False,0.5543093204552263,2,1.61,0.6800190415654823,0.33430640248026267,145564.04,0.41,55.91
2906,Professional,Bachelor,False,Rented,6,48686.45,28,3,False,0.8638927077581495,1,1.14,0.9987019095150033,0.4658855697202857,163205.66,0.3,39.81
2907,Retired,Bachelor,True,Owned,1,30942.85,17,1,False,0.5798218932538501,4,0.9,0.5760916317638606,0.3452411364990466,86.13,355.13,15.4
2908,Professional,Master,False,Rented,7,24900.28,24,0,False,0.9285331379603419,1,1.47,0.11043537092497696,0.8799931014608202,44228.66,0.56,36.19
2909,Service,Master,False,Owned,4,42023.44,20,3,True,0.6622611338579372,3,1.32,0.5818561611626182,0.7970082757155186,118785.45,0.35,32.96
2910,Service,Master,True,Owned,2,42351.52,23,2,False,0.6278449188194004,3,1.17,0.7033654803319067,0.8043211548157934,202270.81,0.21,28.78
2911,Professional,Bachelor,True,Owned,5,107371.33,8,0,True,0.8552151507900482,1,1.38,0.30936018240928376,0.32916031216308184,211679.19,0.51,112.72
2912,Professional,Diploma,True,Owned,6,65366.34,17,2,False,0.8862366694393089,5,1.13,0.6627304778653262,0.1990582016802249,148000.02,0.44,75.01
2913,Skilled Worker,Diploma,False,Owned,5,16820.55,22,1,False,0.655834665305759,1,0.95,0.4021254177287391,0.3476903036161382,54401.81,0.31,8.89
2914,Retired,High School,True,Rented,2,16705.1,14,3,True,0.9509222804122386,3,0.62,0.706111298489908,0.3186184566691192,69129.14,0.24,11.3
2915,Professional,Master,True,Rented,5,111522.04,12,3,True,0.8320818113071672,1,2.13,0.9787828139228868,0.9563931634892564,80069.64,1.39,194.34
2916,Skilled Worker,Bachelor,True,Rented,2,18932.65,21,0,False,0.5642133237086129,2,1.14,0.8260838097169567,0.6607149647125252,34945.43,0.54,10.88
2917,Skilled Worker,Bachelor,False,Rented,4,84795.84,14,2,False,0.5723005946236133,3,1.07,0.8911133411053699,0.5011342311780452,334877.82,0.25,59.77
2918,Unskilled Worker,Bachelor,False,Owned,4,24910.89,23,2,False,0.612578806168976,2,0.61,0.9347055363826896,0.8892589933660895,42557.87,0.59,10.97
2919,Service,High School,True,Rented,2,29913.7,17,1,True,0.8912136722924107,3,0.5,0.5746949620763246,0.9705106390865877,68160.22,0.44,15.86
2920,Service,Bachelor,False,Rented,2,26204.66,20,2,True,0.9677751956990019,6,0.88,0.43108868342496165,0.2701362981714488,66789.11,0.39,18.42
2921,Service,Master,False,Joint,3,33832.85,15,4,False,0.8867845748268371,4,1.21,0.9554344011175023,0.9598587629713097,56920.33,0.59,42.0
2922,Skilled Worker,High School,False,Owned,1,16033.04,21,1,False,0.5123260064895166,7,0.65,0.6577639513163105,0.3179129624873051,63046.45,0.25,4.75
2923,Unskilled Worker,Bachelor,True,Owned,7,54815.61,16,2,False,0.5741648932943311,4,0.77,0.34114963923730357,0.5411577559833561,87378.11,0.63,20.54
2924,Professional,PhD,True,Rented,1,102521.01,19,1,False,0.7651704530665998,5,2.02,0.29356863042858317,0.9824339641120853,351677.98,0.29,156.05
2925,Service,Bachelor,True,Rented,6,20159.36,12,1,True,0.7884363294710997,2,0.98,0.7227796576198657,0.7879473226690048,38042.71,0.53,13.9
2926,Student,Bachelor,True,Owned,5,25838.59,22,4,True,0.9192348680855429,2,0.55,0.45668510252117256,0.5219886808361682,112552.69,0.23,11.53
2927,Unskilled Worker,Bachelor,True,Joint,5,40682.96,17,4,True,0.6806603509404151,7,0.63,0.3609074791281732,0.1712682301896575,66160.14,0.61,15.3
2928,Unemployed,Bachelor,True,Rented,2,18708.98,22,4,False,0.9306646865344513,6,0.32,0.307101265386825,0.2850798171525421,14826.49,1.26,5.71
2929,Skilled Worker,Bachelor,True,Owned,6,41802.58,17,1,False,0.5797042803672716,3,1.18,0.23260347426604625,0.8606122825464291,88631.77,0.47,29.48
2930,Service,Master,True,Government,2,46281.59,18,2,True,0.5970947032785459,8,1.1,0.5296393080325694,0.29122050636127517,229240.1,0.2,29.7
2931,Business,Bachelor,True,Owned,1,29632.93,15,0,False,0.6431250832181075,2,1.24,0.40926533527196474,0.959294447681264,128881.21,0.23,19.47
2932,Skilled Worker,Master,True,Owned,6,91875.27,20,1,False,0.622431833234989,1,1.07,0.521110513470357,0.2523412942247481,106011.97,0.87,55.11
2933,Professional,Bachelor,False,Owned,6,70956.56,23,5,True,0.8915877321249659,2,1.64,0.3247393697914517,0.40399104580396505,162383.29,0.44,111.14
2934,Business,Bachelor,False,Joint,5,77405.75,20,3,False,0.6702569192412167,6,1.47,0.9601274587083718,0.6371279657522408,364882.87,0.21,90.19
2935,Skilled Worker,Bachelor,True,Owned,7,14165.55,23,1,False,0.5561093081545296,2,1.0,0.22887656630494163,0.5159678138065247,45694.56,0.31,7.94
2936,Professional,Master,False,Joint,1,106630.45,19,6,False,0.7588467859869099,6,1.7,0.951091199774716,0.7418068182919797,323426.48,0.33,129.84
2937,Skilled Worker,Bachelor,True,Owned,4,36773.6,16,2,False,0.5632793886826972,2,0.95,0.4897961192922218,0.5566551728630101,96273.03,0.38,22.76
2938,Business,High School,False,Joint,1,49986.29,17,1,False,0.9117706180420507,2,0.77,0.5395744305129478,0.4876905874395555,14392.69,3.47,36.13
2939,Retired,High School,True,Government,1,11172.48,16,1,True,0.6661819783147733,1,0.46,0.2596649527982908,0.867329409760227,11323.47,0.99,4.08
2940,Professional,High School,True,Owned,2,88113.44,17,2,False,0.7471510802727849,2,1.13,0.4983392256014795,0.8148179116635719,78655.16,1.12,62.05
2941,Professional,High School,True,Owned,5,25688.55,16,0,False,0.9419091568167253,6,1.12,0.19865909213479027,0.6770493379110905,116043.59,0.22,24.48
2942,Business,Bachelor,True,Owned,7,83973.89,16,1,True,0.7007191147849348,2,1.54,0.969032610639049,0.43820563923049904,344023.84,0.24,106.76
2943,Professional,High School,True,Owned,4,32126.82,19,2,True,0.5481491960615978,5,1.04,0.4340269809897632,0.9649238669985338,68015.67,0.47,20.68
2944,Skilled Worker,Master,True,Joint,1,119075.35,19,2,False,0.9326728917399166,3,1.36,0.2928441890415654,0.21024403069535277,570628.53,0.21,161.13
2945,Skilled Worker,High School,True,Rented,1,29501.14,14,3,False,0.5686752871770632,5,0.68,0.7719097257619217,0.45070799841946474,143869.18,0.21,9.88
2946,Professional,Bachelor,False,Owned,2,130462.59,16,2,False,0.8758955233691057,2,1.34,0.3970738317765401,0.7613533682499727,154357.99,0.85,163.95
2947,Business,Bachelor,True,Owned,6,45585.97,26,1,False,0.7206089472358626,2,1.18,0.646019110496663,0.41836432888813,47795.84,0.95,31.28
2948,Business,High School,True,Owned,3,18944.37,11,3,False,0.8851709361742797,1,1.02,0.21780304725789587,0.10679350308968136,12197.02,1.55,16.72
2949,Service,Master,True,Owned,5,49269.69,16,3,True,0.5517032252008485,2,0.94,0.5076264354228018,0.10678225811135796,54134.86,0.91,27.59
2950,Student,High School,False,Rented,5,11891.32,27,3,True,0.8714962902473677,1,0.34,0.3520322291828599,0.21262755749129586,39235.7,0.3,3.91
2951,Unskilled Worker,Bachelor,True,Owned,5,18793.63,25,2,False,0.8040405497693055,3,0.63,0.8052057790623001,0.19917284937399846,64503.33,0.29,10.72
2952,Skilled Worker,Master,True,Joint,1,87898.59,11,0,False,0.6125098240438945,2,1.35,0.22251906316045095,0.5619095414551228,39175.97,2.24,79.3
2953,Skilled Worker,Bachelor,True,Government,1,18461.67,20,4,True,0.7169543290940671,4,0.95,0.6714570890062272,0.6859144479515719,37095.64,0.5,14.63
2954,Service,High School,True,Rented,1,59501.04,19,4,True,0.9295055772638736,7,0.7,0.10653252835006863,0.7732975153261167,271457.07,0.22,38.22
