id,occupation,upi_txns_month,mobile_recharge_freq,night_light,education,is_urban,bill_payment_consistency,ecommerce_freq,skill_level,household_size,market_density,public_transport_access,housing_type,income,loan_amount,income_to_loan_ratio,repayment_capability
44609126,Construction Worker,22,Weekly,27,Primary,0,1,7,Skilled,6,0.1,0,Semi-Pucca,12358,82522,0.15,0.63
83508698,Construction Worker,10,Irregular,23,Illiterate,0,0,3,Semi-Skilled,5,0.3,0,Kutcha,10081,44019,0.23,0.58
93623118,Tailor,29,Monthly,59,Secondary,1,0,9,Semi-Skilled,3,0.6,1,Pucca,21447,87904,0.24,0.87
68288369,Farmer,6,Monthly,57,Primary,1,1,2,Semi-Skilled,6,0.3,1,Pucca,10342,18188,0.57,0.62
94508397,Farmer,11,Monthly,66,Primary,1,1,3,Unskilled,6,0.2,1,Semi-Pucca,11930,33418,0.36,0.62
97087699,Street Vendor,22,Weekly,11,Primary,0,0,7,Skilled,6,0.2,0,Semi-Pucca,12197,16696,0.73,0.58
32772798,Street Vendor,44,Monthly,83,Secondary,1,0,10,Skilled,2,0.4,1,Pucca,30251,70404,0.43,0.95
67057636,Small Shop Owner,14,Irregular,89,Secondary,1,0,4,Semi-Skilled,1,0.8,1,Kutcha,36885,49656,0.74,0.95
2406647,Farmer,0,Monthly,25,Primary,0,1,0,Semi-Skilled,6,0.3,1,Semi-Pucca,7440,73516,0.1,0.52
98485884,Tailor,34,Monthly,51,Secondary,1,1,10,Skilled,5,0.8,1,Pucca,24013,27783,0.86,0.95
35179293,Farmer,7,Monthly,17,Illiterate,0,1,2,Unskilled,6,0.3,0,Kutcha,7728,75178,0.1,0.53
19555640,Street Vendor,22,Monthly,21,Graduate,0,1,7,Skilled,3,0.2,0,Pucca,18314,38836,0.47,0.9
17055005,Delivery Partner,23,Weekly,19,Primary,0,1,7,Skilled,4,0.3,1,Kutcha,22225,21812,1.02,0.95
88254900,Farmer,9,Weekly,50,Primary,1,0,3,Unskilled,4,0.5,1,Semi-Pucca,10280,80992,0.13,0.55
51557584,Domestic Worker,21,Weekly,11,Primary,0,1,7,Semi-Skilled,6,0.3,0,Semi-Pucca,8623,80786,0.11,0.56
11635187,Auto Rickshaw Driver,20,Weekly,39,Primary,0,1,6,Unskilled,3,0.4,0,Semi-Pucca,19290,19558,0.99,0.93
1787620,Auto Rickshaw Driver,26,Weekly,87,Secondary,1,0,8,Semi-Skilled,4,0.7,1,Semi-Pucca,30994,75986,0.41,0.95
34239752,Construction Worker,26,Weekly,74,Illiterate,1,0,8,Semi-Skilled,3,0.7,1,Pucca,17570,83357,0.21,0.89
51238357,Construction Worker,32,Monthly,86,Primary,1,0,10,Unskilled,5,0.7,1,Pucca,20524,8924,2.3,0.91
94659739,Farmer,7,Irregular,38,Primary,0,0,2,Skilled,7,0.1,0,Pucca,9352,75128,0.12,0.31
36876106,Street Vendor,8,Monthly,18,Secondary,0,1,2,Skilled,4,0.2,0,Kutcha,12725,46847,0.27,0.7
25303761,Auto Rickshaw Driver,15,Monthly,10,Secondary,0,1,5,Semi-Skilled,4,0.1,0,Kutcha,14632,72129,0.2,0.78
30703818,Domestic Worker,11,Irregular,26,Primary,0,0,3,Unskilled,4,0.2,0,Kutcha,9382,51623,0.18,0.5
12011322,Domestic Worker,19,Monthly,28,Primary,0,1,6,Unskilled,3,0.3,0,Semi-Pucca,10399,45986,0.23,0.6
83723012,Tailor,10,Weekly,19,Secondary,0,1,3,Semi-Skilled,3,0.3,0,Semi-Pucca,12909,27014,0.48,0.72
18417796,Construction Worker,14,Irregular,39,Primary,0,0,4,Semi-Skilled,7,0.1,0,Semi-Pucca,11918,21723,0.55,0.5
87766438,Farmer,4,Monthly,88,Primary,1,1,1,Semi-Skilled,5,0.2,1,Semi-Pucca,14271,86126,0.17,0.84
35855289,Street Vendor,7,Monthly,34,Secondary,0,1,2,Unskilled,4,0.3,1,Semi-Pucca,12117,45521,0.27,0.75
20830557,Delivery Partner,24,Monthly,15,Primary,0,0,8,Semi-Skilled,6,0.2,1,Kutcha,17606,8699,2.02,0.79
61593134,Farmer,6,Irregular,63,Illiterate,1,0,2,Semi-Skilled,6,0.2,1,Pucca,10726,10694,1.0,0.5
6996885,Farmer,3,Irregular,31,Illiterate,0,0,1,Unskilled,7,0.2,0,Kutcha,7985,21659,0.37,0.37
43242975,Farmer,6,Irregular,58,Illiterate,1,0,2,Unskilled,1,0.2,1,Semi-Pucca,10440,7555,1.38,0.64
22765520,Auto Rickshaw Driver,13,Monthly,24,Secondary,0,1,4,Unskilled,4,0.3,1,Kutcha,17249,53247,0.32,0.92
85112629,Auto Rickshaw Driver,19,Weekly,54,Graduate,1,1,6,Semi-Skilled,6,0.6,1,Pucca,27124,8336,3.25,0.95
73932272,Delivery Partner,45,Weekly,85,Secondary,1,1,10,Skilled,2,0.4,1,Semi-Pucca,44921,14454,3.11,0.95
34421332,Street Vendor,37,Weekly,67,Secondary,1,1,10,Semi-Skilled,3,0.8,1,Pucca,20807,33825,0.62,0.95
66241634,Street Vendor,15,Monthly,20,Secondary,0,1,5,Semi-Skilled,6,0.3,0,Kutcha,12192,59740,0.2,0.54
63933282,Auto Rickshaw Driver,31,Irregular,78,Secondary,1,0,10,Semi-Skilled,6,0.2,1,Pucca,28683,57159,0.5,0.95
21679936,Construction Worker,17,Monthly,17,Primary,0,1,5,Unskilled,5,0.3,0,Kutcha,9833,15467,0.64,0.64
11786228,Farmer,11,Monthly,56,Primary,1,0,3,Unskilled,5,0.8,1,Pucca,10388,77844,0.13,0.56
29616677,Farmer,7,Weekly,17,Primary,0,1,2,Unskilled,7,0.3,1,Kutcha,6959,75599,0.09,0.45
6504721,Auto Rickshaw Driver,39,Irregular,67,Primary,1,0,10,Semi-Skilled,7,0.2,1,Pucca,26946,15996,1.68,0.95
9044255,Domestic Worker,43,Monthly,85,Primary,1,0,10,Semi-Skilled,4,0.2,1,Pucca,19348,22507,0.86,0.79
91605662,Farmer,6,Weekly,21,Illiterate,0,1,2,Unskilled,6,0.2,0,Kutcha,8185,19528,0.42,0.45
36170221,Street Vendor,16,Monthly,87,Primary,1,1,5,Skilled,4,0.2,1,Pucca,25957,79363,0.33,0.95
10246506,Auto Rickshaw Driver,38,Weekly,79,Primary,1,0,10,Unskilled,2,0.4,1,Semi-Pucca,33118,5142,6.44,0.95
16480475,Domestic Worker,13,Monthly,28,Primary,0,1,4,Skilled,7,0.3,0,Semi-Pucca,10108,49320,0.2,0.54
17683325,Street Vendor,23,Monthly,24,Secondary,0,1,7,Semi-Skilled,6,0.1,0,Kutcha,13577,22656,0.6,0.62
70675479,Farmer,3,Monthly,73,Primary,1,0,1,Semi-Skilled,5,0.6,1,Semi-Pucca,11821,70097,0.17,0.56
88530821,Domestic Worker,6,Weekly,12,Primary,0,1,2,Unskilled,7,0.2,0,Semi-Pucca,8535,56078,0.15,0.54
92938265,Small Shop Owner,42,Weekly,62,Primary,1,1,10,Semi-Skilled,5,0.8,1,Semi-Pucca,37634,56576,0.67,0.95
81239159,Auto Rickshaw Driver,9,Monthly,39,Primary,0,1,3,Semi-Skilled,6,0.4,0,Semi-Pucca,16569,80182,0.21,0.79
66631830,Street Vendor,46,Weekly,58,Secondary,1,1,10,Unskilled,2,0.1,1,Semi-Pucca,21884,51070,0.43,0.95
82052957,Auto Rickshaw Driver,14,Weekly,25,Primary,0,0,4,Semi-Skilled,3,0.3,0,Semi-Pucca,16601,95079,0.17,0.9
91258254,Auto Rickshaw Driver,19,Weekly,27,Secondary,0,1,6,Skilled,7,0.3,0,Pucca,20086,88331,0.23,0.95
82741327,Domestic Worker,49,Monthly,82,Illiterate,1,1,10,Skilled,5,0.6,1,Kutcha,20358,9055,2.25,0.95
15198403,Street Vendor,9,Weekly,16,Secondary,0,1,3,Semi-Skilled,7,0.3,0,Kutcha,11497,94205,0.12,0.57
86150274,Auto Rickshaw Driver,14,Weekly,17,Primary,0,1,4,Semi-Skilled,7,0.4,0,Kutcha,13449,35184,0.38,0.59
76214497,Construction Worker,37,Weekly,56,Illiterate,1,1,10,Unskilled,1,0.8,1,Pucca,16345,36616,0.45,0.92
60905830,Auto Rickshaw Driver,10,Monthly,29,Secondary,0,0,3,Unskilled,6,0.2,0,Kutcha,14959,38438,0.39,0.62
67771730,Construction Worker,10,Irregular,26,Illiterate,0,0,3,Semi-Skilled,5,0.3,0,Pucca,10555,70879,0.15,0.63
52407670,Construction Worker,19,Monthly,31,Primary,0,0,6,Semi-Skilled,5,0.2,0,Kutcha,12375,61656,0.2,0.52
87048369,Farmer,4,Monthly,38,Primary,0,1,1,Unskilled,3,0.1,0,Semi-Pucca,8742,77284,0.11,0.54
91642616,Auto Rickshaw Driver,13,Weekly,10,Graduate,0,1,4,Skilled,4,0.2,0,Kutcha,18637,8899,2.09,0.95
72671572,Tailor,8,Monthly,25,Graduate,0,1,2,Semi-Skilled,6,0.2,0,Kutcha,18944,76963,0.25,0.72
49042217,Street Vendor,11,Irregular,27,Secondary,0,0,3,Semi-Skilled,5,0.3,0,Kutcha,13199,15999,0.82,0.64
37625604,Domestic Worker,32,Monthly,75,Illiterate,1,1,10,Unskilled,5,0.6,1,Pucca,18132,34244,0.53,0.91
35557992,Construction Worker,18,Weekly,39,Illiterate,0,1,6,Skilled,3,0.4,0,Pucca,14894,13098,1.14,0.84
16200646,Street Vendor,42,Monthly,82,Secondary,1,1,10,Unskilled,7,0.9,1,Kutcha,24226,44378,0.55,0.95
39771522,Street Vendor,20,Weekly,87,Secondary,1,1,6,Skilled,4,0.3,1,Semi-Pucca,22530,75377,0.3,0.95
77067435,Delivery Partner,15,Irregular,37,Primary,0,0,5,Skilled,3,0.3,0,Kutcha,24351,78415,0.31,0.95
36916113,Street Vendor,18,Monthly,28,Secondary,0,1,6,Skilled,6,0.2,0,Kutcha,16479,53112,0.31,0.78
26999445,Farmer,6,Weekly,56,Primary,1,1,2,Skilled,4,0.2,1,Pucca,10765,43635,0.25,0.75
72350753,Domestic Worker,9,Irregular,31,Primary,0,0,3,Semi-Skilled,7,0.2,0,Kutcha,10478,45436,0.23,0.45
16637715,Construction Worker,21,Weekly,21,Primary,0,0,7,Semi-Skilled,7,0.3,0,Kutcha,11701,68985,0.17,0.47
55420438,Delivery Partner,16,Monthly,35,Secondary,0,1,5,Semi-Skilled,7,0.4,1,Semi-Pucca,21172,75902,0.28,0.95
76256127,Farmer,10,Monthly,89,Illiterate,1,1,3,Skilled,2,0.4,1,Pucca,14658,61565,0.24,0.72
16680904,Small Shop Owner,47,Weekly,86,Secondary,1,0,10,Skilled,1,0.9,1,Semi-Pucca,50934,31273,1.63,0.95
69342173,Street Vendor,17,Irregular,20,Secondary,0,0,5,Skilled,4,0.1,1,Pucca,14795,93869,0.16,0.77
38161216,Street Vendor,44,Weekly,50,Secondary,1,1,10,Semi-Skilled,3,0.1,1,Semi-Pucca,20829,44222,0.47,0.95
38249840,Small Shop Owner,14,Weekly,18,Primary,0,0,4,Unskilled,7,0.3,0,Semi-Pucca,21291,51663,0.41,0.81
18569946,Domestic Worker,46,Weekly,79,Primary,1,1,10,Unskilled,5,0.4,1,Pucca,21397,51658,0.41,0.95
42525489,Auto Rickshaw Driver,20,Weekly,61,Primary,1,0,6,Semi-Skilled,5,0.9,1,Pucca,25826,97857,0.26,0.95
44274026,Auto Rickshaw Driver,19,Weekly,89,Secondary,1,1,6,Semi-Skilled,7,0.7,1,Pucca,26699,92521,0.29,0.95
20422024,Construction Worker,48,Weekly,73,Illiterate,1,1,10,Skilled,7,0.2,1,Pucca,24944,82438,0.3,0.95
48628907,Small Shop Owner,15,Monthly,78,Primary,1,1,5,Semi-Skilled,5,0.7,1,Semi-Pucca,34170,44047,0.78,0.95
34542806,Small Shop Owner,15,Weekly,82,Primary,1,1,5,Skilled,6,0.4,1,Pucca,36326,31489,1.15,0.95
99755666,Farmer,2,Monthly,73,Primary,1,1,0,Semi-Skilled,7,0.8,1,Semi-Pucca,11971,41071,0.29,0.62
61525704,Delivery Partner,18,Weekly,23,Primary,0,1,6,Unskilled,7,0.3,0,Kutcha,21598,45661,0.47,0.92
64322837,Domestic Worker,11,Monthly,55,Illiterate,1,1,3,Unskilled,4,0.3,1,Semi-Pucca,11727,27446,0.43,0.67
32531506,Tailor,8,Weekly,38,Secondary,0,1,2,Semi-Skilled,6,0.4,0,Pucca,17589,68986,0.25,0.86
48127363,Auto Rickshaw Driver,18,Weekly,32,Secondary,0,0,6,Semi-Skilled,4,0.2,1,Semi-Pucca,18094,37735,0.48,0.84
23575422,Street Vendor,34,Weekly,77,Primary,1,1,10,Semi-Skilled,3,0.9,1,Pucca,21777,92121,0.24,0.95
90706273,Tailor,5,Weekly,27,Primary,0,1,1,Semi-Skilled,6,0.1,0,Kutcha,14806,28054,0.53,0.8
53386244,Auto Rickshaw Driver,14,Monthly,68,Primary,1,1,4,Semi-Skilled,4,0.7,1,Pucca,24235,62487,0.39,0.95
47617677,Auto Rickshaw Driver,12,Weekly,33,Primary,0,0,4,Skilled,7,0.3,0,Pucca,17842,34856,0.51,0.82
18003566,Construction Worker,8,Monthly,12,Primary,0,0,2,Semi-Skilled,6,0.3,0,Semi-Pucca,9037,11678,0.77,0.35
34118254,Auto Rickshaw Driver,26,Monthly,71,Primary,1,1,8,Semi-Skilled,5,0.5,1,Kutcha,25870,7457,3.47,0.95
93534753,Farmer,5,Irregular,20,Illiterate,0,0,1,Unskilled,4,0.3,1,Kutcha,7923,46188,0.17,0.49
66685362,Auto Rickshaw Driver,38,Weekly,74,Primary,1,1,10,Unskilled,6,0.1,1,Pucca,27906,52274,0.53,0.95
10785778,Auto Rickshaw Driver,11,Irregular,34,Primary,0,0,3,Skilled,3,0.4,0,Kutcha,17740,99921,0.18,0.82
35916035,Small Shop Owner,33,Weekly,84,Secondary,1,0,10,Semi-Skilled,6,0.2,1,Semi-Pucca,38869,50122,0.78,0.95
40975109,Street Vendor,5,Irregular,36,Secondary,0,0,1,Unskilled,7,0.2,0,Kutcha,14050,19523,0.72,0.57
163176,Street Vendor,34,Weekly,80,Secondary,1,0,10,Skilled,5,0.8,1,Kutcha,28778,19716,1.46,0.95
48875817,Street Vendor,11,Monthly,30,Secondary,0,0,3,Semi-Skilled,5,0.4,0,Kutcha,14643,27213,0.54,0.72
94627935,Farmer,2,Monthly,31,Primary,0,0,0,Semi-Skilled,7,0.2,0,Pucca,8736,35608,0.25,0.43
93643652,Domestic Worker,8,Weekly,16,Illiterate,0,1,2,Unskilled,6,0.4,1,Pucca,8016,15137,0.53,0.56
67444256,Auto Rickshaw Driver,22,Monthly,38,Primary,0,0,7,Semi-Skilled,6,0.4,0,Kutcha,21165,67238,0.31,0.85
946296,Farmer,0,Weekly,20,Illiterate,0,1,0,Unskilled,6,0.2,0,Pucca,7319,80046,0.09,0.57
60347677,Street Vendor,35,Weekly,62,Secondary,1,1,10,Unskilled,5,0.1,1,Pucca,21146,89533,0.24,0.95
84221443,Farmer,12,Irregular,82,Primary,1,0,4,Skilled,6,0.3,1,Semi-Pucca,14223,28264,0.5,0.53
33764672,Construction Worker,40,Monthly,76,Primary,1,1,10,Semi-Skilled,1,0.8,1,Pucca,22465,78044,0.29,0.95
18287940,Auto Rickshaw Driver,6,Weekly,24,Secondary,0,0,2,Semi-Skilled,7,0.2,1,Kutcha,14879,80694,0.18,0.67
49898514,Tailor,23,Weekly,38,Primary,0,0,7,Semi-Skilled,5,0.4,1,Kutcha,19181,70013,0.27,0.9
87932918,Street Vendor,21,Weekly,29,Secondary,0,0,7,Semi-Skilled,7,0.3,1,Semi-Pucca,14724,84364,0.17,0.58
44026673,Domestic Worker,17,Monthly,29,Illiterate,0,0,5,Skilled,7,0.2,1,Pucca,11890,88318,0.13,0.47
64351162,Street Vendor,21,Weekly,30,Secondary,0,1,7,Skilled,4,0.3,1,Kutcha,15574,32726,0.48,0.81
80411271,Street Vendor,23,Weekly,74,Secondary,1,1,7,Skilled,2,0.5,1,Semi-Pucca,23749,76586,0.31,0.95
40140905,Farmer,4,Monthly,24,Primary,0,1,1,Semi-Skilled,3,0.4,0,Pucca,8193,31457,0.26,0.58
70405065,Farmer,2,Weekly,19,Illiterate,0,0,0,Skilled,7,0.2,0,Pucca,7377,20650,0.36,0.43
80953618,Auto Rickshaw Driver,18,Weekly,31,Primary,0,0,6,Semi-Skilled,5,0.2,0,Semi-Pucca,17543,20495,0.86,0.82
70781429,Construction Worker,21,Weekly,34,Illiterate,0,0,7,Semi-Skilled,7,0.3,0,Semi-Pucca,12283,69943,0.18,0.56
50339691,Domestic Worker,41,Monthly,61,Illiterate,1,1,10,Skilled,6,0.4,1,Pucca,17462,48474,0.36,0.78
5618468,Small Shop Owner,46,Monthly,56,Secondary,1,1,10,Semi-Skilled,3,0.7,1,Semi-Pucca,39244,20313,1.93,0.95
23181276,Domestic Worker,34,Weekly,61,Primary,1,0,10,Unskilled,7,0.7,1,Kutcha,16213,24995,0.65,0.65
34422682,Farmer,1,Monthly,19,Illiterate,0,1,0,Semi-Skilled,5,0.4,0,Semi-Pucca,7331,22060,0.33,0.66
37809201,Auto Rickshaw Driver,7,Monthly,35,Secondary,0,0,2,Semi-Skilled,4,0.1,1,Kutcha,15246,83940,0.18,0.69
43055993,Small Shop Owner,41,Monthly,53,Primary,1,0,10,Semi-Skilled,1,0.8,1,Kutcha,35783,79728,0.45,0.95
41409414,Street Vendor,32,Weekly,50,Secondary,1,1,10,Semi-Skilled,7,0.6,1,Semi-Pucca,17393,68524,0.25,0.8
17163722,Street Vendor,16,Weekly,13,Primary,0,1,5,Semi-Skilled,5,0.3,0,Kutcha,10726,10682,1.0,0.78
97055338,Construction Worker,32,Monthly,55,Primary,1,0,10,Semi-Skilled,1,0.8,1,Pucca,17868,51235,0.35,0.85
60640997,Small Shop Owner,7,Irregular,21,Primary,0,0,2,Semi-Skilled,5,0.3,1,Pucca,18843,14620,1.29,0.9
55078145,Farmer,2,Monthly,55,Illiterate,1,1,0,Skilled,4,0.5,1,Semi-Pucca,10851,70130,0.15,0.73
63137738,Street Vendor,42,Monthly,73,Secondary,1,1,10,Unskilled,2,0.7,1,Pucca,25396,45780,0.55,0.95
82412221,Small Shop Owner,5,Monthly,13,Primary,0,1,1,Skilled,3,0.2,1,Pucca,19133,75220,0.25,0.88
30845430,Farmer,3,Monthly,35,Primary,0,1,1,Semi-Skilled,3,0.3,1,Semi-Pucca,8913,69169,0.13,0.64
58996188,Delivery Partner,15,Weekly,33,Primary,0,1,5,Semi-Skilled,7,0.2,1,Semi-Pucca,22139,19340,1.14,0.95
27258974,Street Vendor,20,Monthly,70,Primary,1,1,6,Semi-Skilled,5,0.4,1,Pucca,19805,94918,0.21,0.94
21901699,Domestic Worker,45,Irregular,73,Primary,1,0,10,Semi-Skilled,5,0.2,1,Semi-Pucca,18930,34722,0.55,0.82
37313351,Domestic Worker,34,Weekly,89,Primary,1,0,10,Skilled,6,0.3,1,Semi-Pucca,21355,8367,2.55,0.95
40187090,Construction Worker,12,Weekly,37,Primary,0,0,4,Semi-Skilled,5,0.3,0,Kutcha,10985,9590,1.15,0.69
39597103,Construction Worker,25,Monthly,73,Primary,1,1,8,Semi-Skilled,7,0.2,1,Pucca,19620,97410,0.2,0.81
71054228,Delivery Partner,10,Monthly,22,Secondary,0,0,3,Semi-Skilled,5,0.3,0,Pucca,16756,85008,0.2,0.78
27013735,Street Vendor,26,Irregular,65,Primary,1,0,8,Semi-Skilled,6,0.1,1,Pucca,20487,26139,0.78,0.77
11204087,Farmer,5,Irregular,27,Illiterate,0,0,1,Semi-Skilled,6,0.4,0,Pucca,8766,85375,0.1,0.38
22329843,Domestic Worker,15,Weekly,37,Primary,0,0,5,Unskilled,4,0.3,0,Kutcha,10503,29374,0.36,0.6
8238991,Street Vendor,33,Weekly,78,Secondary,1,1,10,Semi-Skilled,1,0.2,1,Kutcha,21484,95936,0.22,0.95
74833825,Delivery Partner,17,Monthly,30,Secondary,0,0,5,Unskilled,5,0.2,0,Pucca,21191,83638,0.25,0.9
58223712,Construction Worker,25,Weekly,67,Primary,1,0,8,Semi-Skilled,7,0.9,1,Pucca,18813,78982,0.24,0.79
7650690,Domestic Worker,12,Monthly,55,Illiterate,1,1,4,Unskilled,7,0.7,1,Pucca,12155,21657,0.56,0.64
72487908,Farmer,3,Monthly,11,Illiterate,0,1,1,Skilled,5,0.2,0,Semi-Pucca,6874,11154,0.62,0.53
53388719,Delivery Partner,15,Monthly,70,Secondary,1,1,5,Semi-Skilled,7,0.2,1,Pucca,26791,65237,0.41,0.95
9024663,Domestic Worker,21,Weekly,32,Illiterate,0,1,7,Unskilled,6,0.3,0,Semi-Pucca,12087,26311,0.46,0.68
94365869,Farmer,3,Monthly,10,Primary,0,1,1,Semi-Skilled,5,0.3,0,Semi-Pucca,6280,21160,0.3,0.5
77283606,Street Vendor,19,Weekly,29,Primary,0,1,6,Unskilled,5,0.2,1,Kutcha,14302,64419,0.22,0.83
17016061,Farmer,13,Weekly,82,Illiterate,1,0,4,Semi-Skilled,4,0.1,1,Pucca,12436,66406,0.19,0.65
91217118,Street Vendor,7,Monthly,33,Secondary,0,0,2,Unskilled,4,0.1,0,Kutcha,14331,19765,0.73,0.81
73318452,Small Shop Owner,21,Irregular,85,Primary,1,0,7,Semi-Skilled,2,0.5,1,Pucca,38337,20891,1.84,0.95
23506484,Farmer,7,Irregular,31,Primary,0,0,2,Unskilled,3,0.4,1,Kutcha,8592,10558,0.81,0.48
11153781,Tailor,25,Monthly,62,Graduate,1,1,8,Semi-Skilled,1,0.8,1,Semi-Pucca,27928,78003,0.36,0.95
50929738,Auto Rickshaw Driver,23,Weekly,34,Primary,0,1,7,Skilled,3,0.3,0,Kutcha,20876,87241,0.24,0.95
13832651,Construction Worker,17,Weekly,12,Primary,0,1,5,Unskilled,6,0.3,0,Kutcha,10308,79883,0.13,0.57
44261374,Domestic Worker,12,Weekly,23,Illiterate,0,1,4,Semi-Skilled,3,0.3,0,Semi-Pucca,9058,71006,0.13,0.76
59604491,Domestic Worker,23,Weekly,22,Illiterate,0,1,7,Unskilled,7,0.2,0,Kutcha,10946,74630,0.15,0.65
52083767,Street Vendor,6,Irregular,29,Primary,0,0,2,Semi-Skilled,3,0.3,1,Pucca,12143,48795,0.25,0.53
8799761,Delivery Partner,11,Irregular,39,Secondary,0,0,3,Semi-Skilled,7,0.3,0,Semi-Pucca,20681,84355,0.25,0.66
88682142,Delivery Partner,13,Irregular,18,Primary,0,0,4,Semi-Skilled,5,0.3,1,Kutcha,16193,85617,0.19,0.72
72974828,Farmer,5,Weekly,52,Primary,1,1,1,Unskilled,7,0.5,1,Pucca,9792,20553,0.48,0.54
30838328,Farmer,4,Monthly,17,Illiterate,0,0,1,Unskilled,5,0.2,0,Kutcha,7178,36655,0.2,0.5
12948125,Tailor,22,Weekly,14,Primary,0,1,7,Semi-Skilled,6,0.1,1,Semi-Pucca,15302,65068,0.24,0.81
92928561,Farmer,13,Weekly,74,Illiterate,1,1,4,Unskilled,4,0.3,1,Semi-Pucca,13772,63428,0.22,0.77
63996519,Farmer,2,Weekly,77,Primary,1,0,0,Semi-Skilled,1,0.8,1,Pucca,11007,35769,0.31,0.65
54581804,Domestic Worker,35,Weekly,57,Illiterate,1,1,10,Skilled,7,0.4,1,Semi-Pucca,16212,15652,1.04,0.9
51022708,Domestic Worker,33,Weekly,73,Primary,1,1,10,Semi-Skilled,6,0.5,1,Pucca,15769,17197,0.92,0.82
85947769,Domestic Worker,6,Monthly,36,Primary,0,1,2,Unskilled,4,0.1,1,Pucca,9148,43574,0.21,0.58
36407624,Farmer,6,Irregular,35,Primary,0,0,2,Semi-Skilled,5,0.3,0,Kutcha,9385,39402,0.24,0.5
83639907,Street Vendor,23,Monthly,59,Secondary,1,1,7,Semi-Skilled,6,0.8,1,Semi-Pucca,20863,57322,0.36,0.81
40537042,Street Vendor,18,Weekly,60,Primary,1,1,6,Semi-Skilled,4,0.5,1,Pucca,20036,49743,0.4,0.95
24124610,Street Vendor,21,Weekly,17,Secondary,0,0,7,Skilled,4,0.1,0,Kutcha,13943,91543,0.15,0.74
60590996,Auto Rickshaw Driver,19,Monthly,36,Primary,0,1,6,Semi-Skilled,3,0.4,1,Kutcha,20023,79934,0.25,0.92
4134201,Small Shop Owner,37,Weekly,87,Secondary,1,1,10,Semi-Skilled,3,0.3,1,Semi-Pucca,43681,52932,0.83,0.95
97669860,Small Shop Owner,5,Monthly,21,Primary,0,1,1,Skilled,5,0.4,0,Kutcha,19270,37624,0.51,0.95
86193842,Farmer,3,Monthly,37,Primary,0,1,1,Semi-Skilled,3,0.4,0,Kutcha,8094,49556,0.16,0.47
59827220,Farmer,3,Weekly,26,Primary,0,1,1,Unskilled,7,0.3,0,Semi-Pucca,7269,73869,0.1,0.5
67540209,Farmer,2,Weekly,33,Primary,0,0,0,Unskilled,4,0.3,0,Pucca,9005,32112,0.28,0.52
21062954,Farmer,5,Irregular,25,Primary,0,0,1,Unskilled,4,0.4,0,Kutcha,7944,69827,0.11,0.49
22435048,Street Vendor,22,Monthly,38,Secondary,0,1,7,Skilled,6,0.3,0,Semi-Pucca,17561,44290,0.4,0.75
18515154,Street Vendor,24,Weekly,76,Primary,1,1,8,Skilled,3,0.3,1,Semi-Pucca,24695,38838,0.64,0.95
29140317,Farmer,6,Monthly,38,Primary,0,1,2,Semi-Skilled,6,0.1,0,Kutcha,9475,51022,0.19,0.54
44978959,Domestic Worker,10,Irregular,83,Primary,1,0,3,Unskilled,7,0.4,1,Pucca,15091,80451,0.19,0.65
39680086,Auto Rickshaw Driver,5,Monthly,12,Secondary,0,0,1,Semi-Skilled,4,0.3,1,Pucca,12557,34149,0.37,0.59
24735575,Tailor,11,Monthly,25,Primary,0,1,3,Skilled,6,0.3,1,Semi-Pucca,17590,13501,1.3,0.95
36971044,Domestic Worker,20,Weekly,22,Primary,0,0,6,Skilled,7,0.2,0,Kutcha,11680,8736,1.34,0.69
69973611,Farmer,6,Monthly,26,Primary,0,1,2,Unskilled,7,0.3,0,Kutcha,8035,69247,0.12,0.5
82667713,Tailor,13,Irregular,26,Primary,0,0,4,Semi-Skilled,6,0.1,1,Kutcha,16273,93865,0.17,0.7
61279149,Farmer,3,Weekly,35,Primary,0,1,1,Semi-Skilled,5,0.2,0,Semi-Pucca,8315,23447,0.35,0.67
15030087,Tailor,18,Monthly,31,Graduate,0,1,6,Semi-Skilled,5,0.2,1,Pucca,20645,30217,0.68,0.95
55150022,Small Shop Owner,33,Weekly,75,Primary,1,1,10,Unskilled,1,0.6,1,Semi-Pucca,38005,34828,1.09,0.95
98522729,Tailor,5,Irregular,22,Primary,0,0,1,Skilled,3,0.4,0,Kutcha,14017,87819,0.16,0.68
89917120,Auto Rickshaw Driver,12,Irregular,64,Primary,1,0,4,Unskilled,2,0.7,1,Semi-Pucca,21108,26537,0.8,0.91
22083788,Street Vendor,6,Monthly,35,Primary,0,1,2,Skilled,4,0.3,0,Semi-Pucca,13583,95688,0.14,0.67
30449452,Street Vendor,18,Weekly,32,Secondary,0,1,6,Semi-Skilled,3,0.1,1,Semi-Pucca,15174,97622,0.16,0.85
46622350,Farmer,6,Monthly,37,Primary,0,1,2,Unskilled,7,0.2,1,Semi-Pucca,8788,7857,1.12,0.61
64134597,Construction Worker,10,Monthly,25,Illiterate,0,1,3,Semi-Skilled,6,0.1,0,Semi-Pucca,10964,99882,0.11,0.57
15396720,Auto Rickshaw Driver,10,Monthly,30,Primary,0,1,3,Unskilled,4,0.4,1,Kutcha,15346,95127,0.16,0.83
27291563,Domestic Worker,9,Weekly,19,Primary,0,1,3,Semi-Skilled,6,0.2,1,Pucca,8580,56345,0.15,0.56
