age,education_level,employment_type,region,night_light,gov_subsidy,electricity_access,repayment_status
51,Primary,Casual,Urban,56.12979217221006,1,1,Poor
48,Graduate,Self-employed,Rural,34.559427377268925,1,0,Medium
27,High School,Self-employed,Rural,29.709945712346983,0,1,Poor
36,No formal,Salaried,Semi-urban,27.164612206731633,1,0,Good
49,Graduate,Casual,Semi-urban,66.69032562484888,0,0,Poor
18,High School,Casual,Rural,40.561049094608165,0,1,Poor
22,High School,Casual,Urban,73.00591564874749,0,1,Poor
21,No formal,Casual,Semi-urban,41.96297805421553,0,1,Poor
33,No formal,Casual,Rural,24.3896306361058,1,1,Poor
41,No formal,Unemployed,Semi-urban,33.25213340077011,1,0,Poor
33,Primary,Self-employed,Urban,68.53717430010408,1,1,Medium
19,No formal,Unemployed,Rural,47.66152733094999,1,1,Poor
45,High School,Casual,Semi-urban,41.77569055264099,0,0,Poor
49,No formal,Salaried,Urban,52.40027338779181,1,1,Good
44,High School,Salaried,Semi-urban,57.52674104251317,0,1,Good
37,Graduate,Casual,Urban,66.76098223853691,1,0,Poor
41,Primary,Casual,Urban,71.7274884483939,1,1,Poor
29,Graduate,Salaried,Rural,44.60347031316371,1,1,Good
52,Graduate,Unemployed,Urban,30.109284708769426,0,1,Poor
50,High School,Unemployed,Semi-urban,43.79802258315086,0,1,Poor
50,Graduate,Casual,Urban,53.90420759874329,0,1,Poor
54,High School,Unemployed,Urban,35.54361610684084,0,1,Poor
29,No formal,Salaried,Rural,35.642736276574354,1,0,Good
20,No formal,Unemployed,Urban,55.15681822324828,0,1,Poor
18,High School,Casual,Urban,49.270214726443236,0,0,Poor
50,No formal,Salaried,Semi-urban,50.4919549311738,1,0,Good
57,Primary,Unemployed,Rural,38.62256997949896,1,0,Poor
27,Graduate,Self-employed,Rural,46.54398928691349,0,0,Poor
46,Primary,Salaried,Rural,36.136502835975435,1,1,Good
30,Graduate,Salaried,Urban,63.3529761668718,0,1,Good
29,No formal,Self-employed,Rural,65.52874002085629,1,1,Medium
48,Primary,Self-employed,Urban,22.30718206642859,0,0,Poor
19,No formal,Salaried,Urban,36.05733709711385,0,1,Good
52,Graduate,Self-employed,Semi-urban,27.552061173648813,0,1,Poor
40,High School,Casual,Semi-urban,40.249640983896526,0,1,Poor
34,High School,Casual,Semi-urban,48.748430453144586,0,0,Poor
43,Primary,Casual,Semi-urban,28.25532170452205,1,0,Poor
25,No formal,Salaried,Semi-urban,36.1721028031203,0,1,Good
46,No formal,Self-employed,Urban,34.94063941877752,0,0,Poor
43,Primary,Self-employed,Urban,53.10900994098416,0,0,Poor
27,High School,Unemployed,Rural,51.04016505554375,0,1,Poor
43,Graduate,Unemployed,Urban,39.1739366999412,0,0,Poor
51,Primary,Self-employed,Urban,52.65231308209097,1,0,Medium
58,Graduate,Self-employed,Semi-urban,41.79979873119102,1,1,Medium
24,High School,Self-employed,Urban,45.9251733451092,0,0,Poor
21,No formal,Salaried,Semi-urban,75.10178135447805,1,0,Good
28,High School,Self-employed,Rural,70.10691577685522,0,0,Poor
46,Primary,Unemployed,Rural,30.506281446086035,1,0,Poor
53,No formal,Salaried,Urban,62.44598626818762,1,0,Good
42,Primary,Self-employed,Rural,62.170948317373885,0,0,Poor
38,Primary,Unemployed,Urban,32.776050668710724,1,0,Poor
53,High School,Salaried,Rural,62.28166465632291,1,0,Good
27,Primary,Self-employed,Semi-urban,73.06897877618829,0,1,Poor
54,High School,Self-employed,Semi-urban,33.16182790633379,0,1,Poor
26,No formal,Self-employed,Semi-urban,36.237457684786044,1,1,Medium
41,High School,Salaried,Semi-urban,65.26492200265254,1,1,Good
52,No formal,Unemployed,Urban,54.07242966238472,1,0,Poor
52,High School,Unemployed,Rural,58.27214412859285,0,1,Poor
53,Graduate,Casual,Urban,55.10883824600745,1,1,Poor
35,Graduate,Self-employed,Semi-urban,55.86043881392216,1,0,Medium
56,Primary,Casual,Urban,30.102918075333754,1,0,Poor
49,High School,Casual,Rural,65.70976559932173,0,0,Poor
41,High School,Unemployed,Urban,67.54384988641661,0,0,Poor
40,No formal,Salaried,Rural,46.559138838979585,0,0,Good
49,Primary,Salaried,Urban,49.34784575279206,0,1,Good
54,High School,Unemployed,Rural,27.03338746166417,1,0,Poor
29,Primary,Salaried,Rural,57.71382134026752,0,1,Good
30,Graduate,Casual,Semi-urban,58.58086162571216,1,1,Poor
40,High School,Self-employed,Rural,49.067134745010335,1,0,Medium
42,High School,Unemployed,Semi-urban,66.86530039805754,1,1,Poor
52,Primary,Self-employed,Semi-urban,44.98884153530089,1,1,Medium
58,High School,Salaried,Semi-urban,58.469088888404,0,0,Good
47,Primary,Self-employed,Urban,34.705034919618264,0,1,Poor
34,High School,Salaried,Urban,49.64671773688643,0,1,Good
37,No formal,Salaried,Urban,47.384686131457464,0,1,Good
42,Primary,Casual,Urban,53.37961883061412,0,0,Poor
39,High School,Salaried,Rural,44.45709606749962,1,0,Good
30,Graduate,Casual,Rural,48.027911064924986,0,0,Poor
36,High School,Casual,Urban,62.3907075716226,0,1,Poor
53,Graduate,Casual,Rural,43.44853644142674,0,0,Poor
29,Graduate,Unemployed,Rural,25.90134348891981,0,1,Poor
58,No formal,Unemployed,Semi-urban,76.24375856308131,1,0,Poor
36,Primary,Salaried,Semi-urban,70.72181118035729,1,1,Good
29,High School,Casual,Semi-urban,30.616059573415722,1,0,Poor
26,No formal,Unemployed,Semi-urban,60.34561707867792,1,0,Poor
24,High School,Casual,Rural,42.455378441729856,1,1,Poor
45,Graduate,Self-employed,Urban,53.952308229965894,0,0,Poor
31,Primary,Self-employed,Rural,54.4133619352024,1,1,Medium
48,High School,Self-employed,Rural,46.48388299525517,1,0,Medium
36,High School,Salaried,Rural,38.24351501620406,1,0,Good
33,Graduate,Casual,Semi-urban,39.64188421525611,0,1,Poor
22,High School,Self-employed,Semi-urban,36.257121267781365,0,1,Poor
52,High School,Unemployed,Semi-urban,37.522666876543326,1,1,Poor
29,Graduate,Self-employed,Urban,48.99232564925967,0,0,Poor
42,No formal,Self-employed,Rural,39.26360016333872,0,1,Poor
38,Graduate,Self-employed,Urban,60.2307809856893,1,0,Medium
53,No formal,Salaried,Semi-urban,72.30869233003891,0,1,Good
40,Primary,Unemployed,Urban,41.29920137944936,0,1,Poor
33,No formal,Casual,Rural,53.591067508030655,0,1,Poor
56,No formal,Unemployed,Rural,57.49527665454401,1,1,Poor
59,Primary,Casual,Semi-urban,57.080034063789114,1,1,Poor
56,No formal,Salaried,Semi-urban,51.139329018741314,1,1,Good
31,Graduate,Salaried,Urban,61.140236275395836,0,0,Good
48,No formal,Salaried,Semi-urban,57.23373429020986,1,1,Good
22,Primary,Salaried,Semi-urban,31.43506366509053,0,0,Good
52,Graduate,Casual,Rural,63.0373409658391,0,1,Poor
40,Primary,Self-employed,Semi-urban,63.30936255900113,0,1,Poor
46,Primary,Casual,Semi-urban,38.550708437321276,1,1,Poor
28,High School,Unemployed,Rural,50.56906753171403,1,0,Poor
35,High School,Salaried,Rural,60.24993489216604,1,0,Good
29,Primary,Salaried,Urban,46.86029270630958,1,1,Good
26,Primary,Unemployed,Semi-urban,66.09467071649019,0,0,Poor
27,Primary,Casual,Rural,85.45808741929042,1,1,Poor
34,High School,Self-employed,Urban,38.210209510475266,0,1,Poor
55,High School,Self-employed,Urban,29.284330952693377,1,0,Medium
24,No formal,Unemployed,Semi-urban,54.55727893407314,1,0,Poor
30,No formal,Self-employed,Semi-urban,60.823437576892154,1,0,Medium
57,Primary,Casual,Urban,46.53700439232846,0,0,Poor
59,Graduate,Casual,Rural,71.79890994981551,0,1,Poor
26,Graduate,Unemployed,Urban,29.920913004151267,0,0,Poor
44,High School,Casual,Semi-urban,60.393779345474165,0,0,Poor
19,High School,Salaried,Rural,40.9120876886166,0,1,Good
22,High School,Unemployed,Rural,75.79066859310944,1,0,Poor
46,Primary,Casual,Urban,79.88773029752177,0,0,Poor
54,Graduate,Unemployed,Semi-urban,38.500151183249784,0,0,Poor
55,No formal,Self-employed,Urban,41.7566429613713,0,0,Poor
36,Primary,Casual,Urban,62.89381830469703,0,1,Poor
25,No formal,Salaried,Urban,44.19304025315728,1,1,Good
18,No formal,Casual,Rural,49.318831731016424,0,0,Poor
39,Primary,Unemployed,Rural,50.38082630813615,1,0,Poor
34,No formal,Unemployed,Semi-urban,21.204902657035156,1,1,Poor
24,Graduate,Casual,Semi-urban,49.79243380858644,1,0,Poor
42,No formal,Salaried,Urban,39.654083389037396,0,0,Good
21,Graduate,Salaried,Urban,42.60315766400342,1,0,Good
53,Graduate,Salaried,Urban,71.65448005203221,0,0,Good
23,Graduate,Unemployed,Semi-urban,31.152396585811154,0,0,Poor
48,High School,Casual,Rural,62.19807780121966,0,0,Poor
36,No formal,Self-employed,Rural,45.81555604502287,0,0,Poor
56,Primary,Unemployed,Urban,45.80359747256249,0,0,Poor
44,Primary,Salaried,Urban,61.85557844077567,1,0,Good
27,No formal,Casual,Urban,55.10076941853336,1,1,Poor
43,High School,Salaried,Urban,58.55919495829296,0,1,Good
36,High School,Self-employed,Semi-urban,64.52276990799291,1,1,Medium
56,Graduate,Salaried,Rural,45.030374252250155,0,0,Good
20,No formal,Salaried,Urban,40.81644898238375,1,0,Good
30,No formal,Self-employed,Semi-urban,33.72274210163303,1,1,Medium
45,Primary,Casual,Urban,37.61884205031567,1,0,Poor
37,No formal,Unemployed,Urban,94.23641637963088,1,1,Poor
45,High School,Casual,Rural,68.67019371105181,1,0,Poor
25,No formal,Self-employed,Urban,29.73388450687968,0,1,Poor
58,Primary,Salaried,Rural,30.163130648846447,0,1,Good
56,Graduate,Casual,Rural,57.22799092577737,1,1,Poor
18,Primary,Unemployed,Rural,58.2089719606695,0,0,Poor
20,Primary,Self-employed,Semi-urban,58.233257529760465,1,1,Medium
30,Graduate,Casual,Semi-urban,46.175663096694535,0,0,Poor
45,Primary,Unemployed,Rural,48.118186099956496,1,0,Poor
42,Primary,Self-employed,Urban,54.91819286239036,1,0,Medium
50,No formal,Unemployed,Rural,51.28839509439996,1,0,Poor
55,No formal,Self-employed,Urban,16.71049440878697,0,0,Poor
23,Graduate,Salaried,Rural,46.553005541372094,0,0,Good
49,No formal,Casual,Urban,37.2289034860953,1,0,Poor
38,No formal,Unemployed,Semi-urban,52.62817128362768,1,1,Poor
33,Primary,Self-employed,Urban,94.77888503905115,0,1,Poor
38,High School,Unemployed,Rural,55.51222498211457,0,1,Poor
28,No formal,Unemployed,Semi-urban,45.297054707414034,0,0,Poor
54,High School,Casual,Urban,63.827022529658784,0,0,Poor
53,No formal,Salaried,Urban,57.24031830813819,0,0,Good
52,No formal,Unemployed,Urban,56.30141735677762,1,0,Poor
36,Graduate,Self-employed,Urban,59.10275889823507,0,1,Poor
37,Graduate,Self-employed,Urban,80.84815347244312,1,0,Medium
35,Graduate,Salaried,Semi-urban,33.03667347011127,1,1,Good
58,High School,Self-employed,Semi-urban,57.104481152171815,0,0,Poor
31,Primary,Salaried,Semi-urban,36.10428305027692,0,1,Good
32,No formal,Self-employed,Semi-urban,58.33268969513372,1,0,Medium
48,No formal,Casual,Rural,36.21970232770858,0,1,Poor
18,No formal,Unemployed,Semi-urban,43.73949779592373,1,0,Poor
20,High School,Casual,Urban,45.57365128643141,0,1,Poor
33,Graduate,Unemployed,Urban,64.63725079017064,0,0,Poor
40,Primary,Unemployed,Semi-urban,63.77681665913621,0,1,Poor
28,High School,Unemployed,Urban,31.314239353304234,1,1,Poor
29,Graduate,Casual,Semi-urban,50.824011664997734,0,0,Poor
27,High School,Unemployed,Urban,39.35630217876241,1,1,Poor
49,Primary,Casual,Rural,31.122426339869982,0,0,Poor
33,Graduate,Salaried,Rural,46.74474424363444,1,0,Good
25,High School,Self-employed,Semi-urban,45.3727581731627,0,0,Poor
55,Primary,Self-employed,Semi-urban,86.40074729518284,1,1,Medium
29,No formal,Unemployed,Semi-urban,56.49439738041044,1,1,Poor
41,Primary,Casual,Urban,29.33573748868644,1,0,Poor
45,No formal,Self-employed,Semi-urban,41.52838993743587,1,0,Medium
25,High School,Casual,Rural,65.32074943144097,1,1,Poor
45,Graduate,Casual,Urban,81.32664159304888,1,1,Poor
53,Graduate,Unemployed,Semi-urban,26.210250316430624,0,1,Poor
43,High School,Self-employed,Urban,21.801134222914325,1,0,Medium
25,Graduate,Unemployed,Urban,78.06447763057673,1,0,Poor
45,Graduate,Unemployed,Semi-urban,55.84421266056356,1,0,Poor
45,No formal,Self-employed,Urban,36.9756090218545,0,0,Poor
54,High School,Self-employed,Rural,58.01943629183653,0,0,Poor
58,Primary,Salaried,Rural,10.463783914746834,0,1,Good
53,No formal,Salaried,Urban,50.050632598957414,1,0,Good
44,High School,Casual,Semi-urban,54.91731759264628,0,1,Poor
34,No formal,Self-employed,Urban,63.86405209306744,0,1,Poor
26,Primary,Salaried,Rural,34.791560715611936,1,0,Good
50,Primary,Casual,Urban,51.28530742105038,1,1,Poor
37,High School,Casual,Urban,36.11863060910619,0,0,Poor
30,Primary,Casual,Rural,53.830756335114756,1,1,Poor
45,No formal,Salaried,Urban,36.56980516455464,1,0,Good
46,Primary,Self-employed,Urban,43.87848741259669,1,0,Medium
30,No formal,Unemployed,Semi-urban,35.062769078146566,1,1,Poor
52,No formal,Casual,Semi-urban,59.76704362735485,0,0,Poor
23,Primary,Salaried,Rural,62.87676674984998,1,1,Good
35,High School,Salaried,Rural,46.480691450638794,0,0,Good
22,Graduate,Unemployed,Rural,50.573569924400424,0,0,Poor
42,Primary,Unemployed,Semi-urban,28.271128780496838,0,0,Poor
19,No formal,Salaried,Rural,45.50485027989819,0,1,Good
27,No formal,Self-employed,Rural,49.24693074437383,1,1,Medium
47,Primary,Unemployed,Rural,89.31189636544963,1,0,Poor
22,High School,Salaried,Semi-urban,33.320494613387545,1,1,Good
50,High School,Unemployed,Urban,71.96265858128656,0,0,Poor
18,No formal,Self-employed,Rural,64.95288160198712,0,1,Poor
35,No formal,Casual,Urban,54.20954606735204,0,1,Poor
49,High School,Unemployed,Rural,76.379307262927,1,0,Poor
28,Graduate,Self-employed,Urban,55.581582089102945,0,0,Poor
38,Primary,Salaried,Semi-urban,55.83738793501893,1,0,Good
43,No formal,Unemployed,Semi-urban,49.20319020473682,1,0,Poor
42,No formal,Unemployed,Rural,68.35353323627942,1,0,Poor
39,High School,Salaried,Urban,66.44703850716326,1,1,Good
44,Primary,Casual,Semi-urban,40.614840687556814,0,1,Poor
30,High School,Salaried,Rural,30.211292081018488,1,0,Good
50,Primary,Unemployed,Rural,46.955290439065145,0,0,Poor
51,Primary,Salaried,Semi-urban,37.99942153403531,1,0,Good
58,Primary,Self-employed,Semi-urban,49.04713138076967,0,1,Poor
52,No formal,Salaried,Rural,68.56157202026209,0,0,Good
18,Graduate,Unemployed,Urban,43.14047517369815,1,0,Poor
38,High School,Salaried,Urban,49.35764928032638,1,1,Good
23,Graduate,Casual,Urban,50.87034102212593,1,1,Poor
45,High School,Salaried,Rural,62.72646323307927,0,1,Good
34,Primary,Casual,Semi-urban,16.29665999023092,1,1,Poor
22,No formal,Self-employed,Rural,40.89949557852055,1,0,Medium
48,Graduate,Casual,Semi-urban,53.16925538419209,0,1,Poor
22,No formal,Salaried,Urban,68.00118434640292,1,1,Good
55,High School,Unemployed,Urban,42.621463287406925,0,0,Poor
20,No formal,Casual,Semi-urban,21.85170940937189,1,0,Poor
40,No formal,Self-employed,Semi-urban,59.295671689492046,0,0,Poor
54,Graduate,Casual,Rural,40.46956416761556,0,1,Poor
54,Primary,Casual,Urban,32.155000113644576,1,0,Poor
27,No formal,Casual,Rural,40.63481915430164,0,1,Poor
27,Primary,Self-employed,Rural,47.232119635162256,1,1,Medium
36,High School,Salaried,Rural,40.92883003192681,1,1,Good
34,No formal,Casual,Urban,16.916509143513963,0,0,Poor
38,Graduate,Casual,Rural,63.45599295330698,1,1,Poor
31,High School,Unemployed,Rural,69.12312561918083,0,0,Poor
26,High School,Self-employed,Rural,59.772829870092586,0,0,Poor
18,Graduate,Casual,Rural,32.93471494362775,0,0,Poor
30,No formal,Self-employed,Rural,46.97762699078723,0,1,Poor
21,No formal,Casual,Rural,49.90218027155813,0,1,Poor
18,High School,Salaried,Urban,58.98191584342865,0,1,Good
57,No formal,Salaried,Rural,60.02510733077121,0,0,Good
49,Primary,Casual,Semi-urban,38.987393018322564,0,1,Poor
51,Graduate,Salaried,Rural,51.22993334620341,1,1,Good
45,Primary,Casual,Rural,56.85920606922862,1,1,Poor
48,No formal,Salaried,Urban,71.83733483220149,0,1,Good
25,High School,Unemployed,Urban,60.56759809737085,1,1,Poor
56,Graduate,Unemployed,Semi-urban,61.835850310632786,1,0,Poor
43,No formal,Unemployed,Semi-urban,51.257399418940416,1,0,Poor
51,No formal,Self-employed,Urban,71.15688717805256,1,0,Medium
20,High School,Self-employed,Urban,56.14644193939246,1,0,Medium
29,High School,Unemployed,Rural,37.08368134739644,1,1,Poor
18,Primary,Self-employed,Urban,71.05054955187786,0,0,Poor
22,Graduate,Salaried,Semi-urban,60.46854908808541,1,1,Good
47,Graduate,Casual,Rural,43.354339683072766,1,0,Poor
47,High School,Casual,Semi-urban,42.80760548901135,1,0,Poor
34,Primary,Casual,Rural,54.448633177111425,1,0,Poor
40,Graduate,Unemployed,Urban,56.94777192901377,0,1,Poor
32,High School,Self-employed,Semi-urban,52.9593839844681,0,1,Poor
54,No formal,Salaried,Rural,54.66963010164327,0,0,Good
38,Graduate,Salaried,Rural,75.49936061864571,0,1,Good
31,Primary,Unemployed,Urban,66.07314728352328,1,0,Poor
19,Primary,Salaried,Urban,52.85953386897536,0,0,Good
28,Primary,Salaried,Urban,64.11965871151224,0,0,Good
56,No formal,Salaried,Semi-urban,34.512141447086904,0,1,Good
55,Graduate,Salaried,Rural,55.968905749202136,0,0,Good
51,Graduate,Self-employed,Urban,77.13959524599665,1,0,Medium
55,No formal,Salaried,Semi-urban,46.729311569114394,0,0,Good
51,Graduate,Casual,Semi-urban,37.28549107071373,1,1,Poor
35,No formal,Unemployed,Semi-urban,40.21866667110409,0,0,Poor
47,No formal,Self-employed,Urban,33.655504439864174,1,1,Medium
32,No formal,Salaried,Urban,38.22857137808445,1,0,Good
44,Primary,Self-employed,Rural,44.442378521149564,0,1,Poor
51,Graduate,Salaried,Rural,28.916494712320368,0,0,Good
55,No formal,Casual,Urban,50.234275009244044,0,0,Poor
50,Graduate,Unemployed,Semi-urban,63.53415760679971,0,1,Poor
41,Primary,Salaried,Semi-urban,36.38365729779619,1,1,Good
32,No formal,Salaried,Semi-urban,72.78925885462652,1,0,Good
47,High School,Salaried,Rural,57.66188132791392,0,1,Good
59,Primary,Salaried,Semi-urban,65.45870878436085,0,0,Good
34,High School,Unemployed,Rural,40.132481692217944,1,0,Poor
22,Graduate,Unemployed,Rural,62.81787840599924,0,0,Poor
46,Graduate,Casual,Semi-urban,33.6209914940703,1,1,Poor
21,Primary,Unemployed,Semi-urban,63.35371251254763,0,0,Poor
27,Graduate,Salaried,Urban,52.577590096902966,1,1,Good
34,High School,Casual,Urban,58.29876829977175,1,0,Poor
27,No formal,Casual,Semi-urban,32.36608091562722,1,1,Poor
34,No formal,Casual,Rural,36.57395236585093,1,1,Poor
37,No formal,Salaried,Rural,58.958423273800776,1,0,Good
41,Primary,Self-employed,Rural,35.77477993663699,0,1,Poor
22,Graduate,Salaried,Rural,56.94809438148685,1,0,Good
51,High School,Unemployed,Rural,29.492932903096314,0,0,Poor
23,Graduate,Unemployed,Urban,62.72261319000002,1,0,Poor
19,Graduate,Salaried,Semi-urban,31.512150278472365,1,0,Good
30,Graduate,Salaried,Urban,58.28449906519285,0,0,Good
28,No formal,Casual,Rural,59.38446400469002,0,1,Poor
40,High School,Salaried,Rural,39.54842272355638,0,0,Good
33,High School,Casual,Rural,58.7303985062709,0,1,Poor
48,Graduate,Unemployed,Rural,53.90663395000334,1,1,Poor
28,No formal,Casual,Semi-urban,41.91737215710893,0,0,Poor
33,No formal,Salaried,Rural,34.871679738856876,1,1,Good
25,High School,Unemployed,Semi-urban,20.560614624911313,0,0,Poor
21,No formal,Self-employed,Rural,55.244750709495406,0,1,Poor
57,No formal,Casual,Semi-urban,26.52795842956917,1,1,Poor
21,No formal,Unemployed,Urban,51.430162991619625,1,1,Poor
42,Primary,Casual,Rural,46.048276758766264,0,0,Poor
20,Graduate,Unemployed,Semi-urban,60.18714163157293,1,1,Poor
49,High School,Unemployed,Urban,45.469317507652036,1,0,Poor
20,High School,Casual,Rural,45.05828320479363,1,1,Poor
44,Primary,Self-employed,Rural,60.97806056432444,1,1,Medium
46,Graduate,Unemployed,Rural,55.02587043626176,1,1,Poor
49,High School,Unemployed,Semi-urban,54.74233935774167,1,1,Poor
36,No formal,Unemployed,Semi-urban,57.03901384712789,1,0,Poor
38,High School,Self-employed,Urban,26.966418151893414,1,0,Medium
22,No formal,Self-employed,Semi-urban,61.35183019980473,0,1,Poor
35,Primary,Salaried,Semi-urban,59.187031910204034,1,1,Good
45,No formal,Casual,Rural,34.74975307135254,0,0,Poor
59,High School,Self-employed,Rural,46.33879289488698,1,0,Medium
39,High School,Casual,Rural,49.41039068558553,1,0,Poor
38,High School,Salaried,Rural,47.98254823397401,1,0,Good
23,Primary,Casual,Rural,55.00789949852802,1,1,Poor
18,Primary,Self-employed,Rural,71.47050172746775,0,1,Poor
22,Graduate,Casual,Rural,66.22650091509243,0,0,Poor
58,High School,Self-employed,Urban,30.316712098528907,1,0,Medium
29,No formal,Casual,Urban,59.33104985459073,0,0,Poor
43,Primary,Self-employed,Urban,69.93399979303115,1,0,Medium
51,High School,Self-employed,Urban,55.80212781033804,1,0,Medium
31,High School,Casual,Rural,66.3647063777895,0,0,Poor
43,Primary,Salaried,Urban,80.18405668551148,0,1,Good
44,Graduate,Unemployed,Rural,65.35564319160471,1,1,Poor
26,Primary,Salaried,Urban,53.739628934625934,1,1,Good
43,Primary,Casual,Semi-urban,65.6763271112713,0,0,Poor
39,No formal,Salaried,Urban,52.173317496453365,1,0,Good
47,No formal,Self-employed,Urban,50.35854564927433,0,0,Poor
34,Graduate,Unemployed,Rural,44.72878646429401,1,1,Poor
43,High School,Casual,Urban,73.45120038248163,1,0,Poor
53,Primary,Casual,Semi-urban,37.72357001086998,0,0,Poor
18,Graduate,Casual,Rural,72.98551587017174,0,1,Poor
25,No formal,Unemployed,Rural,57.49796185610557,0,0,Poor
52,Primary,Self-employed,Urban,29.01040737797088,1,1,Medium
32,High School,Casual,Rural,55.51473939487133,1,1,Poor
39,No formal,Salaried,Rural,18.49960238522564,1,0,Good
31,No formal,Casual,Rural,59.382620252465536,1,1,Poor
43,No formal,Casual,Rural,63.278472244834866,0,0,Poor
45,Graduate,Casual,Rural,41.1146606652192,1,1,Poor
40,High School,Casual,Rural,51.85321543933374,1,0,Poor
31,Primary,Self-employed,Semi-urban,79.31236150625429,1,1,Medium
41,Graduate,Salaried,Urban,42.41379943607095,0,0,Good
19,Graduate,Self-employed,Semi-urban,34.11638619415099,1,1,Medium
43,Graduate,Salaried,Rural,72.22495103693899,1,1,Good
31,No formal,Casual,Rural,79.43880785796192,0,1,Poor
24,High School,Unemployed,Urban,50.05543507771771,1,0,Poor
20,Graduate,Self-employed,Semi-urban,65.17194553112535,1,0,Medium
40,Primary,Unemployed,Urban,70.12213873296321,0,1,Poor
35,High School,Self-employed,Semi-urban,38.86273651192424,1,0,Medium
55,Primary,Casual,Rural,42.72041246948198,1,1,Poor
52,High School,Self-employed,Urban,68.46311769732102,1,0,Medium
32,Primary,Casual,Urban,75.27521418062764,0,1,Poor
42,No formal,Self-employed,Rural,58.44321290261532,1,0,Medium
54,Graduate,Casual,Urban,36.802784697469185,1,1,Poor
45,Primary,Casual,Semi-urban,79.80591667549162,0,1,Poor
27,High School,Salaried,Semi-urban,42.03543653282053,0,1,Good
56,Graduate,Casual,Semi-urban,44.97293328242822,1,1,Poor
34,Graduate,Salaried,Semi-urban,55.135067517344325,1,0,Good
56,High School,Casual,Rural,73.31240631072161,1,1,Poor
39,Primary,Unemployed,Urban,62.80963964828335,1,0,Poor
43,No formal,Casual,Semi-urban,56.222982505428654,0,0,Poor
42,No formal,Unemployed,Rural,56.94932795177159,1,1,Poor
34,Primary,Unemployed,Urban,50.65272002965199,0,0,Poor
30,Graduate,Casual,Urban,58.37209271777759,0,0,Poor
37,Graduate,Unemployed,Rural,12.056598834585458,1,0,Poor
42,Graduate,Salaried,Rural,45.55088811395302,1,1,Good
21,Graduate,Self-employed,Semi-urban,53.61982902375171,0,0,Poor
27,Primary,Casual,Urban,32.73478874570739,0,0,Poor
20,Graduate,Unemployed,Urban,55.7948497671734,1,1,Poor
58,High School,Casual,Rural,46.932931685208175,0,1,Poor
35,Graduate,Salaried,Urban,76.33213547473235,1,0,Good
53,No formal,Casual,Semi-urban,73.59529587822284,1,1,Poor
39,Graduate,Casual,Urban,43.012916463227555,0,0,Poor
51,Primary,Unemployed,Rural,47.73743432649957,0,0,Poor
25,No formal,Salaried,Rural,48.89078651587411,1,0,Good
57,Primary,Self-employed,Semi-urban,43.22510785760566,0,1,Poor
36,Primary,Self-employed,Semi-urban,52.9253747604219,1,0,Medium
59,No formal,Unemployed,Urban,38.625768966686145,1,1,Poor
58,Primary,Casual,Urban,33.04076997593711,1,1,Poor
54,Primary,Unemployed,Rural,59.34066835850403,0,0,Poor
23,Graduate,Unemployed,Semi-urban,59.442943763327165,1,1,Poor
43,High School,Unemployed,Semi-urban,37.93526360510012,1,1,Poor
51,Primary,Casual,Semi-urban,63.430331461438996,1,1,Poor
23,Primary,Salaried,Urban,40.52633406252003,1,1,Good
54,Primary,Unemployed,Semi-urban,53.797478570569716,1,1,Poor
50,Graduate,Casual,Rural,62.30516018918684,1,0,Poor
39,High School,Salaried,Rural,49.4958115294443,1,1,Good
38,No formal,Unemployed,Urban,56.821113682117016,1,0,Poor
23,Graduate,Self-employed,Urban,42.25355534168642,1,0,Medium
23,Graduate,Salaried,Semi-urban,47.05300124857854,1,0,Good
21,High School,Unemployed,Urban,46.9121085367949,1,0,Poor
47,High School,Salaried,Rural,38.80132480189641,0,0,Good
28,Graduate,Salaried,Semi-urban,47.348387553263265,1,0,Good
47,No formal,Salaried,Rural,26.7707255170438,1,1,Good
48,Graduate,Salaried,Semi-urban,42.63269379286843,1,1,Good
41,High School,Salaried,Urban,45.726867599454934,0,1,Good
26,No formal,Salaried,Semi-urban,46.1573037125693,1,0,Good
20,High School,Unemployed,Semi-urban,46.377538311938316,0,1,Poor
48,No formal,Self-employed,Rural,49.073537002098064,1,1,Medium
57,Primary,Casual,Rural,57.19162277129096,1,1,Poor
54,High School,Salaried,Semi-urban,63.11775611198784,0,0,Good
53,High School,Casual,Urban,40.25352159727599,1,1,Poor
41,Graduate,Unemployed,Urban,31.951987169162834,0,0,Poor
48,High School,Salaried,Rural,34.36933381635345,0,1,Good
23,High School,Self-employed,Urban,42.69195618207609,1,0,Medium
19,Primary,Casual,Rural,44.72118023275236,1,0,Poor
37,High School,Salaried,Urban,38.45005900703814,1,0,Good
45,Primary,Unemployed,Semi-urban,30.558250036251582,1,1,Poor
28,Primary,Self-employed,Rural,43.15818758788718,0,1,Poor
21,Primary,Casual,Rural,52.72139930170957,0,0,Poor
32,Primary,Casual,Semi-urban,58.925441987533475,1,1,Poor
23,No formal,Salaried,Rural,41.63865420337518,0,0,Good
47,Graduate,Self-employed,Urban,43.80503266784849,0,0,Poor
55,No formal,Self-employed,Urban,36.09952536729034,1,1,Medium
19,High School,Self-employed,Rural,49.528412444378354,0,1,Poor
32,No formal,Self-employed,Urban,37.27357048713778,0,1,Poor
28,No formal,Unemployed,Rural,58.596917198618,1,0,Poor
25,High School,Self-employed,Semi-urban,23.212002620988333,0,0,Poor
